_id,msg
1,الزوج والزوجة بالتفاهم فقط هما اللذان يقرران التوقيت المناسب لإنجاب الأطفال لانهما الاكثر معرفه بوضعهما الصحي والنفسي والاجتماعي والمادي. تنظيم الاسرة هو ممارسة الازواج حقهم في الاختيار المبني على المعرفه لعدد الابناء الذين يرغبون في انجابهم في الوقت المناسب لهم والملائم لوضعهم الصحي والاجتماعي.
